,式別,馬番,配当,人気
202602010203,複勝,10,550,7
202602010203,枠連,1-5,4510,11
202602010203,馬連,1-5,4600,16
202602010203,ワイド,1-5,1310,15
202602010203,ワイド,5-10,2490,25
202602010203,ワイド,1-10,2380,22
202602010203,馬単,5→1,12530,36
202602010203,三連複,1-5-10,25330,65
202602010203,三連単,5→1→10,170340,385
202602010204,単勝,6,2590,10
202602010204,複勝,6,740,11
202602010204,複勝,12,200,2
202602010204,複勝,3,340,6
202602010204,枠連,3-6,1610,6
202602010204,馬連,6-12,4270,17
202602010204,ワイド,6-12,1490,18
202602010204,ワイド,3-6,3570,45
202602010204,ワイド,3-12,1250,12
202602010204,馬単,6→12,10110,41
202602010204,三連複,3-6-12,20010,82
202602010204,三連単,6→12→3,104230,406
202602010205,単勝,3,1650,6
202602010205,複勝,3,280,5
202602010205,複勝,6,160,4
202602010205,複勝,5,130,1
202602010205,馬連,3-6,3480,14
202602010205,ワイド,3-6,880,13
202602010205,ワイド,3-5,720,8
202602010205,ワイド,5-6,320,3
202602010205,馬単,3→6,7180,27
202602010205,三連複,3-5-6,2210,6
202602010205,三連単,3→6→5,30940,118
202602010206,単勝,3,6820,9
202602010206,複勝,3,760,9
202602010206,複勝,2,110,1
202602010206,複勝,5,1090,10
202602010206,枠連,1-2,450,1
202602010206,馬連,2-3,2730,8
202602010206,ワイド,2-3,1030,10
202602010206,ワイド,3-5,16280,69
202602010206,ワイド,2-5,1210,12
202602010206,馬単,3→2,13200,33
202602010206,三連複,2-3-5,21100,61
202602010206,三連単,3→2→5,284700,512
202602010207,単勝,12,760,4
202602010207,複勝,12,290,4
202602010207,複勝,10,750,9
202602010207,複勝,4,1310,11
202602010207,枠連,7-8,800,3
202602010207,馬連,10-12,9970,30
202602010207,ワイド,10-12,2890,32
202602010207,ワイド,4-12,4420,39
202602010207,ワイド,4-10,19710,58
202602010207,馬単,12→10,16630,54
202602010207,三連複,4-10-12,176120,169
202602010207,三連単,12→10→4,827130,933
202602010208,単勝,10,720,3
202602010208,複勝,10,200,3
202602010208,複勝,12,560,10
202602010208,複勝,13,110,1
202602010208,枠連,7-8,210,1
202602010208,馬連,10-12,10370,30
202602010208,ワイド,10-12,2830,31
202602010208,ワイド,10-13,360,3
202602010208,ワイド,12-13,1080,12
202602010208,馬単,10→12,18190,44
202602010208,三連複,10-12-13,5540,17
202602010208,三連単,10→12→13,54750,161
202602010209,単勝,5,160,1
202602010209,複勝,5,110,1
202602010209,複勝,10,120,2
202602010209,枠連,5-8,360,1
202602010209,馬連,5-10,380,1
202602010209,ワイド,5-10,190,1
202602010209,ワイド,5-6,290,3
202602010209,ワイド,6-10,370,5
202602010209,馬単,5→10,460,1
202602010209,三連複,5-6-10,820,2
202602010209,三連単,5→10→6,2030,3
202602010210,単勝,3,920,7
202602010210,複勝,3,240,6
202602010210,複勝,4,160,1
202602010210,複勝,5,220,4
202602010210,枠連,3-4,1890,11
202602010210,馬連,3-4,1930,7
202602010210,ワイド,3-4,630,6
202602010210,ワイド,3-5,930,12
202602010210,ワイド,4-5,440,1
202602010210,馬単,3→4,4610,17
202602010210,三連複,3-4-5,3230,8
202602010210,三連単,3→4→5,21380,55
202602010211,単勝,2,390,1
202602010211,複勝,2,200,3
202602010211,複勝,14,250,4
202602010211,複勝,13,370,6
202602010211,枠連,1-7,610,2
202602010211,馬連,2-14,2140,6
202602010211,ワイド,2-14,960,8
202602010211,ワイド,2-13,2050,27
202602010211,ワイド,13-14,1800,23
202602010211,馬単,2→14,3400,8
202602010211,三連複,2-13-14,10510,32
202602010211,三連単,2→14→13,44220,123
202602010212,単勝,8,670,5
202602010212,複勝,8,210,5
202602010212,複勝,4,250,6
202602010212,複勝,2,150,1
202602010212,枠連,4-7,2720,13
202602010212,馬連,4-8,5460,20
202602010212,ワイド,4-8,1400,19
202602010212,ワイド,2-8,510,6
202602010212,ワイド,2-4,670,10
202602010212,馬単,8→4,8770,37
202602010212,三連複,2-4-8,5250,20
202602010212,三連単,8→4→2,40520,157
202602010301,単勝,13,3180,8
202602010301,複勝,13,1220,11
202602010301,複勝,8,510,5
202602010301,複勝,16,190,3
202602010301,枠連,4-7,9520,25
202602010301,馬連,8-13,29830,58
202602010301,ワイド,8-13,6450,55
202602010301,ワイド,13-16,3100,32
202602010301,ワイド,8-16,1510,14
202602010301,馬単,13→8,70700,114
202602010301,三連複,8-13-16,44610,108
202602010301,三連単,13→8→16,381410,774
202602010302,単勝,7,300,2
202602010302,複勝,7,150,1
202602010302,複勝,11,660,9
202602010302,複勝,1,580,7
202602010302,枠連,5-7,330,1
202602010302,馬連,7-11,10220,24
202602010302,ワイド,7-11,2760,24
202602010302,ワイド,1-7,2010,20
202602010302,ワイド,1-11,6680,41
202602010302,馬単,7→11,15750,43
202602010302,三連複,1-7-11,49460,84
202602010302,三連単,7→11→1,163780,350
202602010303,単勝,10,660,4
202602010303,複勝,10,300,4
202602010303,複勝,1,270,3
202602010303,複勝,7,960,11
202602010303,枠連,1-5,1170,4
202602010303,馬連,1-10,2120,5
202602010303,ワイド,1-10,830,6
202602010303,ワイド,7-10,2910,40
202602010303,ワイド,1-7,2840,39
202602010303,馬単,10→1,3950,9
202602010303,三連複,1-7-10,14330,57
202602010303,三連単,10→1→7,50370,150
202602010304,単勝,3,1750,8
202602010304,複勝,3,440,8
202602010304,複勝,9,260,5
202602010304,複勝,11,250,4
202602010304,枠連,3-6,7110,26
202602010304,馬連,3-9,7220,28
202602010304,ワイド,3-9,1850,26
202602010304,ワイド,3-11,1520,20
202602010304,ワイド,9-11,1150,15
202602010304,馬単,3→9,17400,66
202602010304,三連複,3-9-11,12690,50
202602010304,三連単,3→9→11,106390,393
202602010305,単勝,2,360,3
202602010305,複勝,2,130,3
202602010305,複勝,6,120,2
202602010305,複勝,4,110,1
202602010305,枠連,2-6,650,1
202602010305,馬連,2-6,770,3
202602010305,ワイド,2-6,280,3
202602010305,ワイド,2-4,250,2
202602010305,ワイド,4-6,230,1
202602010305,馬単,2→6,1420,4
202602010305,三連複,2-4-6,860,1
202602010305,三連単,2→6→4,4460,6
202602010306,単勝,4,650,4
202602010306,複勝,4,180,4
202602010306,複勝,1,150,1
202602010306,複勝,10,370,7
202602010306,枠連,1-4,850,3
202602010306,馬連,1-4,940,3
202602010306,ワイド,1-4,420,4
202602010306,ワイド,4-10,1310,18
202602010306,ワイド,1-10,770,10
202602010306,馬単,4→1,2070,6
202602010306,三連複,1-4-10,3690,12
202602010306,三連単,4→1→10,17520,55
202602010307,単勝,2,1250,5
202602010307,複勝,2,450,5
202602010307,複勝,14,310,3
202602010307,複勝,8,640,7
202602010307,枠連,1-7,3240,14
202602010307,馬連,2-14,3290,10
202602010307,ワイド,2-14,1330,13
202602010307,ワイド,2-8,4180,44
202602010307,ワイド,8-14,2580,26
202602010307,馬単,2→14,6770,17
202602010307,三連複,2-8-14,30670,95
202602010307,三連単,2→14→8,130570,415
202602010308,単勝,10,200,1
202602010308,複勝,5,210,5
202602010308,複勝,4,200,4
202602010308,枠連,5-7,590,2
202602010308,馬連,5-10,930,3
202602010308,ワイド,5-10,330,3
202602010308,ワイド,4-10,410,4
202602010308,ワイド,4-5,820,10
202602010308,馬単,10→5,1240,4
202602010308,三連複,4-5-10,2220,7
202602010308,三連単,10→5→4,6260,13
202602010309,単勝,9,410,3
202602010309,複勝,9,140,3
202602010309,複勝,1,180,4
202602010309,枠連,2-7,470,2
202602010309,馬連,2-9,460,2
202602010309,ワイド,2-9,210,2
202602010309,ワイド,1-9,390,6
202602010309,ワイド,1-2,270,3
202602010309,馬単,9→2,1120,5
202602010309,三連複,1-2-9,660,2
202602010309,三連単,9→2→1,3650,9
202602010310,単勝,4,340,1
202602010310,複勝,4,160,2
202602010310,複勝,6,170,4
202602010310,複勝,5,320,6
202602010310,馬連,4-6,900,3
202602010310,ワイド,4-6,330,2
202602010310,ワイド,4-5,1190,15
202602010310,ワイド,5-6,1210,16
202602010310,馬単,4→6,1920,9
202602010310,三連複,4-5-6,5110,21
202602010310,三連単,4→6→5,20320,83
202602010311,単勝,10,730,4
202602010311,複勝,10,270,4
202602010311,複勝,3,500,8
202602010311,複勝,6,470,7
202602010311,枠連,2-5,2580,14
202602010311,馬連,3-10,6070,26
202602010311,ワイド,3-10,2200,27
202602010311,ワイド,6-10,2080,24
202602010311,ワイド,3-6,2560,31
202602010311,馬単,10→3,11540,46
202602010311,三連複,3-6-10,24630,84
202602010311,三連単,10→3→6,145860,469
202602010312,単勝,4,270,1
202602010312,複勝,4,140,2
202602010312,複勝,5,160,4
202602010312,複勝,7,130,1
202602010312,枠連,4-5,1320,6
202602010312,馬連,4-5,1340,5
202602010312,ワイド,4-5,520,8
202602010312,ワイド,4-7,320,3
202602010312,ワイド,5-7,310,2
202602010312,馬単,4→5,1860,6
202602010312,三連複,4-5-7,1430,2
202602010312,三連単,4→5→7,6110,5
202602010401,単勝,8,840,4
202602010401,複勝,8,180,4
202602010401,複勝,11,160,3
202602010401,複勝,3,130,1
202602010401,枠連,4-6,1660,8
202602010401,馬連,8-11,2200,7
202602010401,ワイド,8-11,650,8
202602010401,ワイド,3-8,430,4
202602010401,ワイド,3-11,370,2
202602010401,馬単,8→11,4680,16
202602010401,三連複,3-8-11,2370,4
202602010401,三連単,8→11→3,17630,44
202602010402,単勝,1,610,4
202602010402,複勝,1,230,5
202602010402,複勝,2,160,2
202602010402,複勝,9,470,8
202602010402,枠連,1-2,1210,5
202602010402,馬連,1-2,1160,5
202602010402,ワイド,1-2,440,4
202602010402,ワイド,1-9,1680,22
202602010402,ワイド,2-9,1250,15
202602010402,馬単,1→2,2490,10
202602010402,三連複,1-2-9,6820,26
202602010402,三連単,1→2→9,26840,93
202602010403,単勝,8,860,4
202602010403,複勝,7,440,7
202602010403,複勝,12,110,1
202602010403,枠連,6-6,10010,18
202602010403,馬連,7-8,11460,22
202602010403,ワイド,7-8,1670,19
202602010403,ワイド,8-12,260,2
202602010403,ワイド,7-12,820,9
202602010403,馬単,8→7,21510,39
202602010403,三連複,7-8-12,3850,13
202602010403,三連単,8→7→12,54170,129
202602010404,単勝,1,430,2
202602010404,複勝,1,200,3
202602010404,複勝,12,360,7
202602010404,複勝,3,740,9
202602010404,枠連,1-6,620,1
202602010404,馬連,1-12,3890,18
202602010404,ワイド,1-12,1370,18
202602010404,ワイド,1-3,2290,25
202602010404,ワイド,3-12,4330,41
202602010404,馬単,1→12,7240,35
202602010404,三連複,1-3-12,27020,82
202602010404,三連単,1→12→3,148260,483
202602010405,単勝,1,580,3
202602010405,複勝,1,150,3
202602010405,複勝,3,110,1
202602010405,複勝,6,530,8
202602010405,枠連,1-3,410,2
202602010405,馬連,1-3,430,2
202602010405,ワイド,1-3,220,2
202602010405,ワイド,1-6,1700,20
202602010405,ワイド,3-6,1060,13
202602010405,馬単,1→3,1060,4
202602010405,三連複,1-3-6,3240,11
202602010405,三連単,1→3→6,14330,39
202602010406,単勝,1,1680,9
202602010406,複勝,1,380,6
202602010406,複勝,2,340,5
202602010406,複勝,10,520,10
202602010406,枠連,1-2,6790,19
202602010406,馬連,1-2,5690,24
202602010406,ワイド,1-2,1350,18
202602010406,ワイド,1-10,3780,46
202602010406,ワイド,2-10,3350,40
202602010406,馬単,1→2,11240,52
202602010406,三連複,1-2-10,31420,109
202602010406,三連単,1→2→10,192220,658
202602010407,単勝,7,290,1
202602010407,複勝,6,280,5
202602010407,複勝,11,320,6
202602010407,枠連,6-6,1570,8
202602010407,馬連,6-7,1580,5
202602010407,ワイド,6-7,630,7
202602010407,ワイド,7-11,870,9
202602010407,ワイド,6-11,2180,26
202602010407,馬単,7→6,2130,7
202602010407,三連複,6-7-11,5850,17
202602010407,三連単,7→6→11,20010,62
202602010408,単勝,9,850,5
202602010408,複勝,9,230,4
202602010408,複勝,10,2070,11
202602010408,枠連,6-7,720,3
202602010408,馬連,7-9,1250,5
202602010408,ワイド,7-9,540,5
202602010408,ワイド,9-10,10040,47
202602010408,ワイド,7-10,5780,38
202602010408,馬単,9→7,3030,9
202602010408,三連複,7-9-10,38850,85
202602010408,三連単,9→7→10,205010,445
202602010409,単勝,7,610,4
202602010409,複勝,7,210,4
202602010409,複勝,6,220,5
202602010409,複勝,9,1050,10
202602010409,枠連,5-6,1420,9
202602010409,馬連,6-7,2130,10
202602010409,ワイド,6-7,880,11
202602010409,ワイド,7-9,5910,42
202602010409,ワイド,6-9,5820,41
202602010409,馬単,7→6,4130,21
202602010409,三連複,6-7-9,30750,79
202602010409,三連単,7→6→9,129520,373
202602010410,単勝,6,130,1
202602010410,複勝,9,130,2
202602010410,複勝,2,150,5
202602010410,枠連,6-8,290,1
202602010410,馬連,6-9,320,1
202602010410,ワイド,6-9,190,1
202602010410,ワイド,2-6,220,3
202602010410,ワイド,2-9,480,6
202602010410,馬単,6→9,480,1
202602010410,三連複,2-6-9,780,3
202602010410,三連単,6→9→2,1830,5
202602010411,単勝,14,930,5
202602010411,複勝,14,380,6
202602010411,複勝,4,540,9
202602010411,複勝,8,1080,13
202602010411,枠連,3-8,3430,16
202602010411,馬連,4-14,8770,38
202602010411,ワイド,4-14,2490,33
202602010411,ワイド,8-14,3810,51
202602010411,ワイド,4-8,5160,65
202602010411,馬単,14→4,15010,64
202602010411,三連複,4-8-14,69840,240
202602010411,三連単,14→4→8,318240,1110
202602010412,単勝,2,180,1
202602010412,複勝,6,700,8
202602010412,複勝,7,800,9
202602010412,枠連,2-6,3720,13
202602010412,馬連,2-6,3570,13
202602010412,ワイド,2-6,1310,16
202602010412,ワイド,2-7,1630,18
202602010412,ワイド,6-7,9090,42
202602010412,馬単,2→6,4830,15
202602010412,三連複,2-6-7,26830,62
202602010412,三連単,2→6→7,78510,199
202602010308,複勝,10,130,1
202602010309,複勝,2,110,1
202602010403,複勝,8,180,4
202602010407,複勝,7,150,1
202602010408,複勝,7,150,1
202602010410,複勝,6,110,1
202602010412,複勝,2,110,1
202602010501,単勝,15,500,2
202602010501,複勝,15,140,2
202602010501,複勝,10,190,4
202602010501,複勝,2,120,1
202602010501,枠連,5-8,850,3
202602010501,馬連,10-15,1740,5
202602010501,ワイド,10-15,590,6
202602010501,ワイド,2-15,300,1
202602010501,ワイド,2-10,410,3
202602010501,馬単,15→10,3270,11
202602010501,三連複,2-10-15,1330,1
202602010501,三連単,15→10→2,8720,11
202602010502,単勝,10,310,1
202602010502,複勝,10,130,2
202602010502,複勝,2,130,1
202602010502,複勝,7,160,3
202602010502,枠連,2-7,680,2
202602010502,馬連,2-10,690,1
202602010502,ワイド,2-10,280,1
202602010502,ワイド,7-10,370,2
202602010502,ワイド,2-7,440,5
202602010502,馬単,10→2,1200,1
202602010502,三連複,2-7-10,1310,2
202602010502,三連単,10→2→7,5270,2
202602010503,単勝,9,110,1
202602010503,複勝,9,110,1
202602010503,複勝,10,520,9
202602010503,複勝,4,380,5
202602010503,枠連,7-7,1580,6
202602010503,馬連,9-10,1440,6
202602010503,ワイド,9-10,650,5
202602010503,ワイド,4-9,640,4
202602010503,ワイド,4-10,6020,36
202602010503,馬単,9→10,1820,9
202602010503,三連複,4-9-10,9750,28
202602010503,三連単,9→10→4,20140,62
202602010504,単勝,14,580,3
202602010504,複勝,14,190,1
202602010504,複勝,13,1640,14
202602010504,複勝,8,260,4
202602010504,枠連,7-7,18520,32
202602010504,馬連,13-14,37970,68
202602010504,ワイド,13-14,7390,64
202602010504,ワイド,8-14,1330,15
202602010504,ワイド,8-13,10230,74
202602010504,馬単,14→13,44350,111
202602010504,三連複,8-13-14,114180,246
202602010504,三連単,14→13→8,861950,1573
202602010505,単勝,5,370,2
202602010505,複勝,5,110,3
202602010505,複勝,1,110,1
202602010505,複勝,7,110,2
202602010505,馬連,1-5,410,2
202602010505,ワイド,1-5,170,2
202602010505,ワイド,5-7,240,4
202602010505,ワイド,1-7,160,1
202602010505,馬単,5→1,900,4
202602010505,三連複,1-5-7,390,1
202602010505,三連単,5→1→7,2100,3
202602010506,単勝,5,200,1
202602010506,複勝,5,170,2
202602010506,複勝,9,330,4
202602010506,複勝,8,970,10
202602010506,枠連,5-7,700,3
202602010506,馬連,5-9,1010,2
202602010506,ワイド,5-9,460,3
202602010506,ワイド,5-8,910,10
202602010506,ワイド,8-9,3050,27
202602010506,馬単,5→9,1440,4
202602010506,三連複,5-8-9,5660,18
202602010506,三連単,5→9→8,14820,49
202602010507,単勝,11,270,2
202602010507,複勝,11,130,1
202602010507,複勝,8,320,5
202602010507,複勝,5,350,7
202602010507,枠連,7-8,1330,5
202602010507,馬連,8-11,2030,6
202602010507,ワイド,8-11,650,6
202602010507,ワイド,5-11,1330,17
202602010507,ワイド,5-8,2510,26
202602010507,馬単,11→8,2590,9
202602010507,三連複,5-8-11,14310,45
202602010507,三連単,11→8→5,46620,150
202602010508,単勝,1,240,1
202602010508,複勝,1,140,1
202602010508,複勝,4,270,6
202602010508,複勝,2,220,3
202602010508,枠連,1-4,1740,5
202602010508,馬連,1-4,1420,4
202602010508,ワイド,1-4,500,4
202602010508,ワイド,1-2,440,3
202602010508,ワイド,2-4,750,10
202602010508,馬単,1→4,1920,6
202602010508,三連複,1-2-4,2360,7
202602010508,三連単,1→4→2,8880,21
202602010509,単勝,7,340,2
202602010509,複勝,7,120,2
202602010509,複勝,4,120,1
202602010509,複勝,3,150,3
202602010509,枠連,4-7,470,2
202602010509,馬連,4-7,400,1
202602010509,ワイド,4-7,200,1
202602010509,ワイド,3-7,400,7
202602010509,ワイド,3-4,400,5
202602010509,馬単,7→4,900,2
202602010509,三連複,3-4-7,1030,3
202602010509,三連単,7→4→3,4190,12
202602010510,単勝,3,600,3
202602010510,複勝,3,210,3
202602010510,複勝,2,450,9
202602010510,複勝,8,270,4
202602010510,枠連,2-3,5630,20
202602010510,馬連,2-3,5410,24
202602010510,ワイド,2-3,1590,24
202602010510,ワイド,3-8,970,12
202602010510,ワイド,2-8,1820,28
202602010510,馬単,3→2,8650,39
202602010510,三連複,2-3-8,12530,53
202602010510,三連単,3→2→8,75020,277
202602010511,単勝,2,380,1
202602010511,複勝,2,160,1
202602010511,複勝,11,230,4
202602010511,複勝,12,190,2
202602010511,枠連,2-7,650,2
202602010511,馬連,2-11,1610,3
202602010511,ワイド,2-11,680,3
202602010511,ワイド,2-12,530,1
202602010511,ワイド,11-12,740,4
202602010511,馬単,2→11,2950,5
202602010511,三連複,2-11-12,2940,2
202602010511,三連単,2→11→12,13200,6
202602010512,単勝,2,180,1
202602010512,複勝,2,130,1
202602010512,複勝,5,220,4
202602010512,複勝,6,1070,10
202602010512,枠連,2-5,1100,3
202602010512,馬連,2-5,1080,3
202602010512,ワイド,2-5,390,3
202602010512,ワイド,2-6,1290,17
202602010512,ワイド,5-6,7820,41
202602010512,馬単,2→5,1540,4
202602010512,三連複,2-5-6,12420,40
202602010512,三連単,2→5→6,30600,99
202602010601,単勝,7,240,1
202602010601,複勝,7,120,1
202602010601,複勝,1,210,5
202602010601,複勝,6,1790,8
202602010601,馬連,1-7,1150,7
202602010601,ワイド,1-7,460,8
202602010601,ワイド,6-7,4850,23
202602010601,ワイド,1-6,4120,22
202602010601,馬単,7→1,1840,9
202602010601,三連複,1-6-7,19590,37
202602010601,三連単,7→1→6,61470,122
202602010602,単勝,3,480,2
202602010602,複勝,3,160,2
202602010602,複勝,8,500,9
202602010602,複勝,5,120,1
202602010602,枠連,3-5,1900,9
202602010602,馬連,3-8,7660,25
202602010602,ワイド,3-8,1690,20
202602010602,ワイド,3-5,250,1
202602010602,ワイド,5-8,1610,19
202602010602,馬単,3→8,9880,37
202602010602,三連複,3-5-8,5950,19
202602010602,三連単,3→8→5,45580,148
202602010603,単勝,7,160,1
202602010603,複勝,7,110,1
202602010603,複勝,8,130,2
202602010603,複勝,1,150,3
202602010603,枠連,6-6,260,1
202602010603,馬連,7-8,250,1
202602010603,ワイド,7-8,140,1
202602010603,ワイド,1-7,250,2
202602010603,ワイド,1-8,350,5
202602010603,馬単,7→8,350,1
202602010603,三連複,1-7-8,540,1
202602010603,三連単,7→8→1,1080,1
202602010604,単勝,14,1000,7
202602010604,複勝,14,320,6
202602010604,複勝,11,340,7
202602010604,複勝,12,220,3
202602010604,枠連,6-7,790,3
202602010604,馬連,11-14,4250,21
202602010604,ワイド,11-14,1110,17
202602010604,ワイド,12-14,1000,13
202602010604,ワイド,11-12,1080,16
202602010604,馬単,14→11,8270,42
202602010604,三連複,11-12-14,7070,29
202602010604,三連単,14→11→12,55840,215
202602010605,単勝,2,130,1
202602010605,複勝,2,100,1
202602010605,複勝,1,120,2
202602010605,馬連,1-2,170,1
202602010605,ワイド,1-2,110,1
202602010605,ワイド,2-3,140,2
202602010605,ワイド,1-3,210,4
202602010605,馬単,2→1,220,1
202602010605,三連複,1-2-3,270,1
202602010605,三連単,2→1→3,500,1
202602010606,単勝,14,180,1
202602010606,複勝,14,110,1
202602010606,複勝,10,370,6
202602010606,複勝,7,420,7
202602010606,枠連,5-7,1390,6
202602010606,馬連,10-14,1450,5
202602010606,ワイド,10-14,720,5
202602010606,ワイド,7-14,910,7
202602010606,ワイド,7-10,9160,75
202602010606,馬単,14→10,2080,6
202602010606,三連複,7-10-14,15970,55
202602010606,三連単,14→10→7,45420,141
202602010607,単勝,4,670,4
202602010607,複勝,4,210,4
202602010607,複勝,2,170,2
202602010607,複勝,9,1060,9
202602010607,枠連,2-4,1920,10
202602010607,馬連,2-4,1760,9
202602010607,ワイド,2-4,620,8
202602010607,ワイド,4-9,6940,39
202602010607,ワイド,2-9,4930,34
202602010607,馬単,4→2,3590,20
202602010607,三連複,2-4-9,32520,72
202602010607,三連単,4→2→9,153680,358
202602010608,単勝,9,480,2
202602010608,複勝,9,210,4
202602010608,複勝,5,980,10
202602010608,複勝,6,200,2
202602010608,枠連,4-6,1140,6
202602010608,馬連,5-9,13250,35
